;votes;metascore;Action;Drama;Sci-Fi;Advendture;Fantasy;Comedy;History;Horror;Mystery;Thriller;Crime;Animation;Family;Musical;Romance;Sport;Biography;Music;Western;imdb_encoding
1919;61998;65;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
1920;61705;48;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1921;60664;43;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1922;56294;30;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1923;152059;51;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1924;150016;37;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1925;146205;65;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
1926;127696;27;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1927;124839;66;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
1928;124621;76;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
1929;124218;75;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1
1930;120967;83;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1
1931;119404;71;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1
1932;118830;34;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1933;116534;78;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1
1934;112074;86;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1
1935;104721;67;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1936;103622;58;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
1937;103496;73;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1
1938;103155;62;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
1939;103053;49;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1940;100777;50;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1941;97860;90;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
1942;97716;44;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1943;93080;47;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1944;90000;63;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1945;89914;60;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1946;89776;55;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
1947;88869;84;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
1948;87762;75;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1949;86600;21;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1950;86285;33;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
1951;81514;42;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1952;81316;92;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1953;77913;43;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1954;77096;77;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
1955;76215;78;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1956;73747;88;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1
1957;71184;50;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1958;70944;43;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1959;68504;80;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1
1960;67360;72;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
1961;66716;59;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1962;65675;57;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
1963;65177;59;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1
1964;64041;45;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1965;62882;39;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
1966;61998;65;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
1967;61705;48;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1968;60664;43;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1969;56294;30;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1970;150016;37;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1971;146205;65;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
1972;127696;27;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1973;124839;66;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
1974;124621;76;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
1975;124218;75;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1
1976;120967;83;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1
1977;119404;71;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1
1978;118830;34;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1979;116534;78;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1
1980;112074;86;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1
1981;104721;67;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1982;103622;58;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
1983;103496;73;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1
1984;103155;62;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
1985;103053;49;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1986;100777;50;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1987;97860;90;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
1988;97716;44;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1989;93080;47;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1990;90000;63;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1991;89914;60;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1992;89776;55;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
1993;88869;84;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
1994;87762;75;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1995;86600;21;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1996;86285;33;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
1997;81514;42;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1998;81316;92;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1999;77913;43;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2000;77096;77;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
2001;76215;78;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2002;73747;88;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1
2003;71184;50;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2004;70944;43;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2005;68504;80;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1
2006;67360;72;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
2007;66716;59;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2008;65675;57;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
2009;65177;59;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1
2010;64041;45;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2011;62882;39;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
2012;61998;65;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
2013;61705;48;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;60664;43;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2015;56294;30;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;54151;88;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1
2017;146205;65;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
2018;127696;27;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;124839;66;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
2020;124621;76;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
2021;124218;75;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1
2022;120967;83;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1
2023;119404;71;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1
2024;118830;34;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025;116534;78;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1
2026;112074;86;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1
2027;104721;67;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2028;103622;58;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
2029;103496;73;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1
2030;103155;62;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
2031;103053;49;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2032;100777;50;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2033;97860;90;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
2034;97716;44;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2035;93080;47;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2036;90000;63;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2037;89914;60;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2038;89776;55;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
2039;88869;84;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
2040;87762;75;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2041;86600;21;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2042;86285;33;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2043;81514;42;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2044;81316;92;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2045;77913;43;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2046;77096;77;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
2047;76215;78;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2048;73747;88;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1
2049;71184;50;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2050;70944;43;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2051;68504;80;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1
2052;67360;72;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
2053;66716;59;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2054;65675;57;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
2055;65177;59;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1
2056;64041;45;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2057;62882;39;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
2058;61998;65;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
2059;61705;48;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2060;60664;43;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2061;56294;30;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2062;54151;88;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1
2063;54142;23;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
2064;127696;27;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2065;124839;66;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
2066;124621;76;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
2067;124218;75;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1
2068;120967;83;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1
2069;119404;71;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1
2070;118830;34;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2071;116534;78;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1
2072;112074;86;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1
2073;104721;67;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2074;103622;58;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
2075;103496;73;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1
2076;103155;62;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
2077;103053;49;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2078;100777;50;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2079;97860;90;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
2080;97716;44;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2081;93080;47;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2082;90000;63;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2083;89914;60;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2084;89776;55;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
2085;88869;84;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
2086;87762;75;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2087;86600;21;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2088;86285;33;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2089;81514;42;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2090;81316;92;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2091;77913;43;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2092;77096;77;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
2093;76215;78;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2094;73747;88;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1
2095;71184;50;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2096;70944;43;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2097;68504;80;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1
2098;67360;72;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
2099;66716;59;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2100;65675;57;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
2101;65177;59;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1
2102;64041;45;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2103;62882;39;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
2104;61998;65;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
2105;61705;48;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2106;60664;43;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2107;56294;30;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2108;54151;88;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1
2109;54142;23;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
2110;52912;79;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
2111;124839;66;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
2112;124621;76;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
2113;124218;75;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1
2114;120967;83;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1
2115;119404;71;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1
2116;118830;34;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2117;116534;78;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1
2118;112074;86;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1
2119;104721;67;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2120;103622;58;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
2121;103496;73;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1
2122;103155;62;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
2123;103053;49;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2124;100777;50;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2125;97860;90;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
2126;97716;44;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2127;93080;47;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2128;90000;63;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2129;89914;60;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2130;89776;55;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
2131;88869;84;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
2132;87762;75;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2133;86600;21;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2134;86285;33;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2135;81514;42;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2136;81316;92;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2137;77913;43;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2138;77096;77;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
2139;76215;78;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2140;73747;88;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1
2141;71184;50;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2142;70944;43;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2143;68504;80;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1
2144;67360;72;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
2145;66716;59;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2146;65675;57;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
2147;65177;59;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1
2148;64041;45;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2149;62882;39;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
2150;61998;65;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
2151;61705;48;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2152;60664;43;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2153;56294;30;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2154;54151;88;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1
2155;54142;23;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
2156;52912;79;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
2157;52739;84;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2158;124621;76;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
2159;124218;75;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1
2160;120967;83;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1
2161;119404;71;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1
2162;118830;34;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2163;116534;78;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1
2164;112074;86;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1
2165;104721;67;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2166;103622;58;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
2167;103496;73;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1
2168;103155;62;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
2169;103053;49;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2170;100777;50;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2171;97860;90;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
2172;97716;44;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2173;93080;47;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2174;90000;63;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2175;89914;60;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2176;89776;55;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
2177;88869;84;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
2178;87762;75;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2179;86600;21;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2180;86285;33;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2181;81514;42;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2182;81316;92;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2183;77913;43;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2184;77096;77;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
2185;76215;78;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2186;73747;88;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1
2187;71184;50;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2188;70944;43;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2189;68504;80;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1
2190;67360;72;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
2191;66716;59;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2192;65675;57;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
2193;65177;59;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1
2194;64041;45;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2195;62882;39;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
2196;61998;65;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
2197;61705;48;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2198;60664;43;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2199;56294;30;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2200;54151;88;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1
2201;54142;23;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
2202;52912;79;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
2203;52739;84;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2204;52009;12;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2205;124218;75;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1
2206;120967;83;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1
2207;119404;71;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1
